timestamp,metric
1768933681.1815062,"{'user': 4.109589041095891, 'system': 10.95890410958904, 'idle': 84.93150684931507, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1768933681.281786,"{'user': 8.974358974358974, 'system': 15.384615384615385, 'idle': 75.64102564102564, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1768933681.381914,"{'user': 3.8461538461538463, 'system': 10.256410256410257, 'idle': 85.8974358974359, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1768933681.4825408,"{'user': 9.722222222222221, 'system': 9.722222222222221, 'idle': 80.55555555555556, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1768933681.582858,"{'user': 4.938271604938271, 'system': 8.641975308641975, 'idle': 86.41975308641975, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1768933681.6833758,"{'user': 2.6666666666666665, 'system': 6.666666666666667, 'idle': 90.66666666666667, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1768933681.7836268,"{'user': 5.063291139240507, 'system': 5.063291139240507, 'idle': 89.87341772151899, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1768933681.8837965,"{'user': 0.0, 'system': 10.38961038961039, 'idle': 89.6103896103896, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1768933681.9848247,"{'user': 2.4096385542168677, 'system': 9.63855421686747, 'idle': 87.95180722891567, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1768933682.085111,"{'user': 5.47945205479452, 'system': 8.219178082191782, 'idle': 86.3013698630137, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1768933682.1862993,"{'user': 7.042253521126761, 'system': 7.042253521126761, 'idle': 85.91549295774648, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1768933682.2869987,"{'user': 25.88235294117647, 'system': 30.58823529411765, 'idle': 43.529411764705884, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1768933682.3875384,"{'user': 5.555555555555555, 'system': 13.88888888888889, 'idle': 80.55555555555556, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1768933682.4881492,"{'user': 4.878048780487805, 'system': 9.75609756097561, 'idle': 85.36585365853658, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1768933682.5886717,"{'user': 6.756756756756757, 'system': 16.216216216216218, 'idle': 77.02702702702703, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1768933682.689087,"{'user': 9.75609756097561, 'system': 18.29268292682927, 'idle': 71.95121951219512, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1768933682.7901962,"{'user': 8.108108108108109, 'system': 12.162162162162161, 'idle': 79.72972972972973, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1768933682.8906243,"{'user': 4.166666666666667, 'system': 11.11111111111111, 'idle': 84.72222222222223, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1768933682.991723,"{'user': 7.142857142857143, 'system': 8.333333333333334, 'idle': 84.52380952380952, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1768933683.0921996,"{'user': 19.718309859154928, 'system': 11.267605633802816, 'idle': 69.01408450704226, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1768933683.1931062,"{'user': 10.588235294117647, 'system': 14.117647058823529, 'idle': 75.29411764705883, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1768933683.2936091,"{'user': 18.055555555555557, 'system': 23.61111111111111, 'idle': 58.333333333333336, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1768933683.3940122,"{'user': 12.5, 'system': 13.75, 'idle': 73.75, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1768933683.4945638,"{'user': 1.3157894736842106, 'system': 9.210526315789474, 'idle': 89.47368421052632, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1768933683.5952022,"{'user': 11.39240506329114, 'system': 8.860759493670885, 'idle': 79.74683544303798, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1768933683.6956308,"{'user': 5.194805194805195, 'system': 6.4935064935064934, 'idle': 88.31168831168831, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1768933683.7963555,"{'user': 6.944444444444445, 'system': 9.722222222222221, 'idle': 83.33333333333333, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1768933683.8970416,"{'user': 8.333333333333334, 'system': 8.333333333333334, 'idle': 83.33333333333333, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
