timestamp,metric
1769729764.282541,"{'user': 8.072916666666666, 'system': 5.859375, 'idle': 86.06770833333333, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729765.2831998,"{'user': 4.041720990873533, 'system': 3.911342894393742, 'idle': 92.04693611473273, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729766.2840395,"{'user': 8.45253576072822, 'system': 1.0403120936280885, 'idle': 90.50715214564369, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729767.2850275,"{'user': 7.942708333333333, 'system': 2.0833333333333335, 'idle': 89.97395833333333, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729768.2851634,"{'user': 3.3854166666666665, 'system': 1.6927083333333333, 'idle': 94.921875, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729769.285303,"{'user': 5.3524804177545695, 'system': 4.308093994778068, 'idle': 90.33942558746736, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729770.2854266,"{'user': 2.4675324675324677, 'system': 1.2987012987012987, 'idle': 96.23376623376623, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729771.2860236,"{'user': 1.0416666666666667, 'system': 1.0416666666666667, 'idle': 97.91666666666667, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729772.2870157,"{'user': 2.480417754569191, 'system': 2.088772845953003, 'idle': 95.43080939947781, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729773.2872088,"{'user': 2.0779220779220777, 'system': 2.0779220779220777, 'idle': 95.84415584415585, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729774.287879,"{'user': 6.119791666666667, 'system': 1.953125, 'idle': 91.92708333333333, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729775.288962,"{'user': 1.5625, 'system': 0.9114583333333334, 'idle': 97.52604166666667, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729776.290162,"{'user': 3.0026109660574414, 'system': 2.6109660574412534, 'idle': 94.38642297650131, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729777.2906413,"{'user': 7.142857142857143, 'system': 2.3376623376623376, 'idle': 90.51948051948052, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729778.2911532,"{'user': 1.953125, 'system': 1.5625, 'idle': 96.484375, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729779.292143,"{'user': 1.6927083333333333, 'system': 4.166666666666667, 'idle': 94.140625, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729780.2922592,"{'user': 2.2135416666666665, 'system': 1.4322916666666667, 'idle': 96.35416666666667, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729781.2933874,"{'user': 4.427083333333333, 'system': 4.166666666666667, 'idle': 91.40625, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729782.2939513,"{'user': 0.5194805194805194, 'system': 1.1688311688311688, 'idle': 98.31168831168831, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729783.29409,"{'user': 10.026041666666666, 'system': 3.90625, 'idle': 86.06770833333333, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729784.2951114,"{'user': 2.069857697283312, 'system': 3.4928848641655885, 'idle': 94.4372574385511, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729785.2952535,"{'user': 3.0144167758846656, 'system': 2.8833551769331587, 'idle': 94.10222804718218, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729786.295712,"{'user': 2.3136246786632393, 'system': 1.7994858611825193, 'idle': 95.88688946015424, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729787.2966228,"{'user': 3.4120734908136483, 'system': 1.7060367454068242, 'idle': 94.88188976377953, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729788.2970357,"{'user': 2.3529411764705883, 'system': 1.3071895424836601, 'idle': 96.33986928104575, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729789.298141,"{'user': 2.7027027027027026, 'system': 4.504504504504505, 'idle': 92.7927927927928, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729790.2991378,"{'user': 11.71875, 'system': 2.0833333333333335, 'idle': 86.19791666666667, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729791.300025,"{'user': 4.6875, 'system': 3.3854166666666665, 'idle': 91.92708333333333, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729792.301546,"{'user': 3.926701570680628, 'system': 2.486910994764398, 'idle': 93.58638743455498, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729793.3025546,"{'user': 0.7772020725388601, 'system': 2.0725388601036268, 'idle': 97.15025906735751, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729794.302838,"{'user': 1.6971279373368147, 'system': 1.8276762402088773, 'idle': 96.47519582245431, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729795.3029952,"{'user': 1.6883116883116882, 'system': 1.1688311688311688, 'idle': 97.14285714285714, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729796.3041291,"{'user': 1.5625, 'system': 1.5625, 'idle': 96.875, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729797.304334,"{'user': 2.9947916666666665, 'system': 1.5625, 'idle': 95.44270833333333, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729798.305351,"{'user': 6.380208333333333, 'system': 2.734375, 'idle': 90.88541666666667, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729799.30549,"{'user': 0.9150326797385621, 'system': 2.0915032679738563, 'idle': 96.99346405228758, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729800.3063996,"{'user': 1.8158236057068742, 'system': 1.4267185396102926, 'idle': 96.75745785468283, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729801.3072307,"{'user': 1.3020833333333333, 'system': 1.8229166666666667, 'idle': 96.875, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729802.308081,"{'user': 2.0833333333333335, 'system': 2.4739583333333335, 'idle': 95.44270833333333, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729803.308962,"{'user': 1.8229166666666667, 'system': 1.5625, 'idle': 96.61458333333333, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729804.3098783,"{'user': 4.66321243523316, 'system': 5.4404145077720205, 'idle': 89.89637305699482, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729805.3108375,"{'user': 10.12987012987013, 'system': 5.8441558441558445, 'idle': 84.02597402597402, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729806.3113384,"{'user': 2.3255813953488373, 'system': 1.421188630490956, 'idle': 96.2532299741602, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729807.312795,"{'user': 0.7894736842105263, 'system': 1.0526315789473684, 'idle': 98.15789473684211, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729808.3134322,"{'user': 2.730819245773732, 'system': 2.080624187256177, 'idle': 95.18855656697009, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729809.3142424,"{'user': 3.4838709677419355, 'system': 4.516129032258065, 'idle': 92.0, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
